scenario_id,bucket,timestamp_utc,phase,metric,value,status,synthetic,generator_seed
normal_control,14,2026-01-05T14:00:00Z,baseline,unique_failed_accounts,50.0,complete,True,20260903
normal_control,15,2026-01-05T15:00:00Z,baseline,unique_failed_accounts,40.0,complete,True,20260903
normal_control,16,2026-01-05T16:00:00Z,baseline,unique_failed_accounts,43.0,complete,True,20260903
normal_control,17,2026-01-05T17:00:00Z,baseline,unique_failed_accounts,39.0,complete,True,20260903
normal_control,18,2026-01-05T18:00:00Z,baseline,unique_failed_accounts,40.0,complete,True,20260903
normal_control,19,2026-01-05T19:00:00Z,baseline,unique_failed_accounts,40.0,complete,True,20260903
normal_control,20,2026-01-05T20:00:00Z,baseline,unique_failed_accounts,36.0,complete,True,20260903
normal_control,21,2026-01-05T21:00:00Z,baseline,unique_failed_accounts,32.0,complete,True,20260903
normal_control,22,2026-01-05T22:00:00Z,baseline,unique_failed_accounts,28.0,complete,True,20260903
normal_control,23,2026-01-05T23:00:00Z,baseline,unique_failed_accounts,30.0,complete,True,20260903
normal_control,24,2026-01-06T00:00:00Z,baseline,unique_failed_accounts,24.0,complete,True,20260903
normal_control,25,2026-01-06T01:00:00Z,baseline,unique_failed_accounts,27.0,complete,True,20260903
normal_control,26,2026-01-06T02:00:00Z,baseline,unique_failed_accounts,25.0,complete,True,20260903
normal_control,27,2026-01-06T03:00:00Z,baseline,unique_failed_accounts,26.0,complete,True,20260903
normal_control,28,2026-01-06T04:00:00Z,baseline,unique_failed_accounts,25.0,complete,True,20260903
normal_control,29,2026-01-06T05:00:00Z,baseline,unique_failed_accounts,29.0,complete,True,20260903
normal_control,30,2026-01-06T06:00:00Z,baseline,unique_failed_accounts,30.0,complete,True,20260903
normal_control,31,2026-01-06T07:00:00Z,baseline,unique_failed_accounts,31.0,complete,True,20260903
normal_control,32,2026-01-06T08:00:00Z,baseline,unique_failed_accounts,33.0,complete,True,20260903
normal_control,33,2026-01-06T09:00:00Z,baseline,unique_failed_accounts,28.0,complete,True,20260903
normal_control,34,2026-01-06T10:00:00Z,baseline,unique_failed_accounts,36.0,complete,True,20260903
normal_control,35,2026-01-06T11:00:00Z,baseline,unique_failed_accounts,40.0,complete,True,20260903
normal_control,36,2026-01-06T12:00:00Z,baseline,unique_failed_accounts,41.0,complete,True,20260903
normal_control,37,2026-01-06T13:00:00Z,baseline,unique_failed_accounts,47.0,complete,True,20260903
normal_control,38,2026-01-06T14:00:00Z,baseline,unique_failed_accounts,44.0,complete,True,20260903
normal_control,39,2026-01-06T15:00:00Z,baseline,unique_failed_accounts,45.0,complete,True,20260903
normal_control,40,2026-01-06T16:00:00Z,baseline,unique_failed_accounts,43.0,complete,True,20260903
normal_control,41,2026-01-06T17:00:00Z,baseline,unique_failed_accounts,38.0,complete,True,20260903
normal_control,42,2026-01-06T18:00:00Z,baseline,unique_failed_accounts,36.0,complete,True,20260903
normal_control,43,2026-01-06T19:00:00Z,baseline,unique_failed_accounts,35.0,complete,True,20260903
normal_control,44,2026-01-06T20:00:00Z,baseline,unique_failed_accounts,34.0,complete,True,20260903
normal_control,45,2026-01-06T21:00:00Z,baseline,unique_failed_accounts,34.0,complete,True,20260903
normal_control,46,2026-01-06T22:00:00Z,baseline,unique_failed_accounts,34.0,complete,True,20260903
normal_control,47,2026-01-06T23:00:00Z,baseline,unique_failed_accounts,32.0,complete,True,20260903
normal_control,48,2026-01-07T00:00:00Z,target,unique_failed_accounts,29,complete,True,20260903
normal_control,0,2026-01-05T00:00:00Z,baseline,unique_source_ips,220.0,complete,True,20260903
normal_control,1,2026-01-05T01:00:00Z,baseline,unique_source_ips,248.0,complete,True,20260903
normal_control,2,2026-01-05T02:00:00Z,baseline,unique_source_ips,216.0,complete,True,20260903
normal_control,3,2026-01-05T03:00:00Z,baseline,unique_source_ips,196.0,complete,True,20260903
normal_control,4,2026-01-05T04:00:00Z,baseline,unique_source_ips,221.0,complete,True,20260903
normal_control,5,2026-01-05T05:00:00Z,baseline,unique_source_ips,192.0,complete,True,20260903
normal_control,6,2026-01-05T06:00:00Z,baseline,unique_source_ips,217.0,complete,True,20260903
normal_control,7,2026-01-05T07:00:00Z,baseline,unique_source_ips,230.0,complete,True,20260903
normal_control,8,2026-01-05T08:00:00Z,baseline,unique_source_ips,253.0,complete,True,20260903
normal_control,9,2026-01-05T09:00:00Z,baseline,unique_source_ips,222.0,complete,True,20260903
normal_control,10,2026-01-05T10:00:00Z,baseline,unique_source_ips,330.0,complete,True,20260903
normal_control,11,2026-01-05T11:00:00Z,baseline,unique_source_ips,272.0,complete,True,20260903
normal_control,12,2026-01-05T12:00:00Z,baseline,unique_source_ips,298.0,complete,True,20260903
normal_control,13,2026-01-05T13:00:00Z,baseline,unique_source_ips,276.0,complete,True,20260903
normal_control,14,2026-01-05T14:00:00Z,baseline,unique_source_ips,305.0,complete,True,20260903
normal_control,15,2026-01-05T15:00:00Z,baseline,unique_source_ips,270.0,complete,True,20260903
normal_control,16,2026-01-05T16:00:00Z,baseline,unique_source_ips,306.0,complete,True,20260903
normal_control,17,2026-01-05T17:00:00Z,baseline,unique_source_ips,267.0,complete,True,20260903
normal_control,18,2026-01-05T18:00:00Z,baseline,unique_source_ips,298.0,complete,True,20260903
normal_control,19,2026-01-05T19:00:00Z,baseline,unique_source_ips,290.0,complete,True,20260903
normal_control,20,2026-01-05T20:00:00Z,baseline,unique_source_ips,270.0,complete,True,20260903
normal_control,21,2026-01-05T21:00:00Z,baseline,unique_source_ips,229.0,complete,True,20260903
normal_control,22,2026-01-05T22:00:00Z,baseline,unique_source_ips,232.0,complete,True,20260903
normal_control,23,2026-01-05T23:00:00Z,baseline,unique_source_ips,216.0,complete,True,20260903
normal_control,24,2026-01-06T00:00:00Z,baseline,unique_source_ips,225.0,complete,True,20260903
normal_control,25,2026-01-06T01:00:00Z,baseline,unique_source_ips,191.0,complete,True,20260903
normal_control,26,2026-01-06T02:00:00Z,baseline,unique_source_ips,207.0,complete,True,20260903
normal_control,27,2026-01-06T03:00:00Z,baseline,unique_source_ips,175.0,complete,True,20260903
normal_control,28,2026-01-06T04:00:00Z,baseline,unique_source_ips,216.0,complete,True,20260903
normal_control,29,2026-01-06T05:00:00Z,baseline,unique_source_ips,192.0,complete,True,20260903
normal_control,30,2026-01-06T06:00:00Z,baseline,unique_source_ips,239.0,complete,True,20260903
normal_control,31,2026-01-06T07:00:00Z,baseline,unique_source_ips,268.0,complete,True,20260903
normal_control,32,2026-01-06T08:00:00Z,baseline,unique_source_ips,270.0,complete,True,20260903
normal_control,33,2026-01-06T09:00:00Z,baseline,unique_source_ips,249.0,complete,True,20260903
normal_control,34,2026-01-06T10:00:00Z,baseline,unique_source_ips,281.0,complete,True,20260903
normal_control,35,2026-01-06T11:00:00Z,baseline,unique_source_ips,326.0,complete,True,20260903
normal_control,36,2026-01-06T12:00:00Z,baseline,unique_source_ips,291.0,complete,True,20260903
normal_control,37,2026-01-06T13:00:00Z,baseline,unique_source_ips,332.0,complete,True,20260903
normal_control,38,2026-01-06T14:00:00Z,baseline,unique_source_ips,324.0,complete,True,20260903
normal_control,39,2026-01-06T15:00:00Z,baseline,unique_source_ips,327.0,complete,True,20260903
normal_control,40,2026-01-06T16:00:00Z,baseline,unique_source_ips,285.0,complete,True,20260903
normal_control,41,2026-01-06T17:00:00Z,baseline,unique_source_ips,256.0,complete,True,20260903
normal_control,42,2026-01-06T18:00:00Z,baseline,unique_source_ips,280.0,complete,True,20260903
normal_control,43,2026-01-06T19:00:00Z,baseline,unique_source_ips,254.0,complete,True,20260903
normal_control,44,2026-01-06T20:00:00Z,baseline,unique_source_ips,266.0,complete,True,20260903
normal_control,45,2026-01-06T21:00:00Z,baseline,unique_source_ips,264.0,complete,True,20260903
normal_control,46,2026-01-06T22:00:00Z,baseline,unique_source_ips,198.0,complete,True,20260903
normal_control,47,2026-01-06T23:00:00Z,baseline,unique_source_ips,201.0,complete,True,20260903
normal_control,48,2026-01-07T00:00:00Z,target,unique_source_ips,207,complete,True,20260903
normal_control,0,2026-01-05T00:00:00Z,baseline,successful_logins,1064.0,complete,True,20260903
normal_control,1,2026-01-05T01:00:00Z,baseline,successful_logins,890.0,complete,True,20260903
normal_control,2,2026-01-05T02:00:00Z,baseline,successful_logins,855.0,complete,True,20260903
normal_control,3,2026-01-05T03:00:00Z,baseline,successful_logins,896.0,complete,True,20260903
normal_control,4,2026-01-05T04:00:00Z,baseline,successful_logins,1067.0,complete,True,20260903
normal_control,5,2026-01-05T05:00:00Z,baseline,successful_logins,1107.0,complete,True,20260903
normal_control,6,2026-01-05T06:00:00Z,baseline,successful_logins,1288.0,complete,True,20260903
normal_control,7,2026-01-05T07:00:00Z,baseline,successful_logins,1505.0,complete,True,20260903
normal_control,8,2026-01-05T08:00:00Z,baseline,successful_logins,1568.0,complete,True,20260903
normal_control,9,2026-01-05T09:00:00Z,baseline,successful_logins,1759.0,complete,True,20260903
normal_control,10,2026-01-05T10:00:00Z,baseline,successful_logins,1871.0,complete,True,20260903
normal_control,11,2026-01-05T11:00:00Z,baseline,successful_logins,1691.0,complete,True,20260903
normal_control,12,2026-01-05T12:00:00Z,baseline,successful_logins,2108.0,complete,True,20260903
normal_control,13,2026-01-05T13:00:00Z,baseline,successful_logins,2165.0,complete,True,20260903
normal_control,14,2026-01-05T14:00:00Z,baseline,successful_logins,2160.0,complete,True,20260903
normal_control,15,2026-01-05T15:00:00Z,baseline,successful_logins,2362.0,complete,True,20260903
normal_control,16,2026-01-05T16:00:00Z,baseline,successful_logins,2063.0,complete,True,20260903
normal_control,17,2026-01-05T17:00:00Z,baseline,successful_logins,1956.0,complete,True,20260903
normal_control,18,2026-01-05T18:00:00Z,baseline,successful_logins,1749.0,complete,True,20260903
normal_control,19,2026-01-05T19:00:00Z,baseline,successful_logins,1639.0,complete,True,20260903
normal_control,20,2026-01-05T20:00:00Z,baseline,successful_logins,1568.0,complete,True,20260903
normal_control,21,2026-01-05T21:00:00Z,baseline,successful_logins,1441.0,complete,True,20260903
normal_control,22,2026-01-05T22:00:00Z,baseline,successful_logins,1254.0,complete,True,20260903
normal_control,23,2026-01-05T23:00:00Z,baseline,successful_logins,1164.0,complete,True,20260903
normal_control,24,2026-01-06T00:00:00Z,baseline,successful_logins,959.0,complete,True,20260903
normal_control,25,2026-01-06T01:00:00Z,baseline,successful_logins,940.0,complete,True,20260903
normal_control,26,2026-01-06T02:00:00Z,baseline,successful_logins,843.0,complete,True,20260903
normal_control,27,2026-01-06T03:00:00Z,baseline,successful_logins,872.0,complete,True,20260903
normal_control,28,2026-01-06T04:00:00Z,baseline,successful_logins,966.0,complete,True,20260903
normal_control,29,2026-01-06T05:00:00Z,baseline,successful_logins,950.0,complete,True,20260903
normal_control,30,2026-01-06T06:00:00Z,baseline,successful_logins,1256.0,complete,True,20260903
normal_control,31,2026-01-06T07:00:00Z,baseline,successful_logins,1285.0,complete,True,20260903
normal_control,32,2026-01-06T08:00:00Z,baseline,successful_logins,1519.0,complete,True,20260903
normal_control,33,2026-01-06T09:00:00Z,baseline,successful_logins,1800.0,complete,True,20260903
normal_control,34,2026-01-06T10:00:00Z,baseline,successful_logins,1798.0,complete,True,20260903
normal_control,35,2026-01-06T11:00:00Z,baseline,successful_logins,1913.0,complete,True,20260903
normal_control,36,2026-01-06T12:00:00Z,baseline,successful_logins,2068.0,complete,True,20260903
normal_control,37,2026-01-06T13:00:00Z,baseline,successful_logins,2298.0,complete,True,20260903
normal_control,38,2026-01-06T14:00:00Z,baseline,successful_logins,2212.0,complete,True,20260903
normal_control,39,2026-01-06T15:00:00Z,baseline,successful_logins,2168.0,complete,True,20260903
normal_control,40,2026-01-06T16:00:00Z,baseline,successful_logins,1884.0,complete,True,20260903
normal_control,41,2026-01-06T17:00:00Z,baseline,successful_logins,2064.0,complete,True,20260903
normal_control,42,2026-01-06T18:00:00Z,baseline,successful_logins,1775.0,complete,True,20260903
normal_control,43,2026-01-06T19:00:00Z,baseline,successful_logins,1704.0,complete,True,20260903
normal_control,44,2026-01-06T20:00:00Z,baseline,successful_logins,1510.0,complete,True,20260903
normal_control,45,2026-01-06T21:00:00Z,baseline,successful_logins,1446.0,complete,True,20260903
normal_control,46,2026-01-06T22:00:00Z,baseline,successful_logins,1253.0,complete,True,20260903
normal_control,47,2026-01-06T23:00:00Z,baseline,successful_logins,1197.0,complete,True,20260903
normal_control,48,2026-01-07T00:00:00Z,target,successful_logins,1006,complete,True,20260903
normal_control,0,2026-01-05T00:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,1,2026-01-05T01:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,2,2026-01-05T02:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,3,2026-01-05T03:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,4,2026-01-05T04:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,5,2026-01-05T05:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,6,2026-01-05T06:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,7,2026-01-05T07:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,8,2026-01-05T08:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,9,2026-01-05T09:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,10,2026-01-05T10:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,11,2026-01-05T11:00:00Z,baseline,privileged_changes,3.0,complete,True,20260903
normal_control,12,2026-01-05T12:00:00Z,baseline,privileged_changes,3.0,complete,True,20260903
normal_control,13,2026-01-05T13:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,14,2026-01-05T14:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,15,2026-01-05T15:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,16,2026-01-05T16:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,17,2026-01-05T17:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,18,2026-01-05T18:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,19,2026-01-05T19:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,20,2026-01-05T20:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,21,2026-01-05T21:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,22,2026-01-05T22:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,23,2026-01-05T23:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,24,2026-01-06T00:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,25,2026-01-06T01:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,26,2026-01-06T02:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,27,2026-01-06T03:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,28,2026-01-06T04:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,29,2026-01-06T05:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,30,2026-01-06T06:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,31,2026-01-06T07:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,32,2026-01-06T08:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,33,2026-01-06T09:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,34,2026-01-06T10:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,35,2026-01-06T11:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,36,2026-01-06T12:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,37,2026-01-06T13:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,38,2026-01-06T14:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,39,2026-01-06T15:00:00Z,baseline,privileged_changes,3.0,complete,True,20260903
normal_control,40,2026-01-06T16:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,41,2026-01-06T17:00:00Z,baseline,privileged_changes,3.0,complete,True,20260903
normal_control,42,2026-01-06T18:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,43,2026-01-06T19:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,44,2026-01-06T20:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,45,2026-01-06T21:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,46,2026-01-06T22:00:00Z,baseline,privileged_changes,2.0,complete,True,20260903
normal_control,47,2026-01-06T23:00:00Z,baseline,privileged_changes,1.0,complete,True,20260903
normal_control,48,2026-01-07T00:00:00Z,target,privileged_changes,2,complete,True,20260903
normal_control,0,2026-01-05T00:00:00Z,baseline,outbound_mb,644.384,complete,True,20260903
normal_control,1,2026-01-05T01:00:00Z,baseline,outbound_mb,551.209,complete,True,20260903
normal_control,2,2026-01-05T02:00:00Z,baseline,outbound_mb,566.881,complete,True,20260903
normal_control,3,2026-01-05T03:00:00Z,baseline,outbound_mb,536.495,complete,True,20260903
normal_control,4,2026-01-05T04:00:00Z,baseline,outbound_mb,642.454,complete,True,20260903
normal_control,5,2026-01-05T05:00:00Z,baseline,outbound_mb,656.669,complete,True,20260903
normal_control,6,2026-01-05T06:00:00Z,baseline,outbound_mb,646.631,complete,True,20260903
normal_control,7,2026-01-05T07:00:00Z,baseline,outbound_mb,772.679,complete,True,20260903
normal_control,8,2026-01-05T08:00:00Z,baseline,outbound_mb,934.56,complete,True,20260903
normal_control,9,2026-01-05T09:00:00Z,baseline,outbound_mb,954.771,complete,True,20260903
normal_control,10,2026-01-05T10:00:00Z,baseline,outbound_mb,965.963,complete,True,20260903
normal_control,11,2026-01-05T11:00:00Z,baseline,outbound_mb,1165.753,complete,True,20260903
normal_control,12,2026-01-05T12:00:00Z,baseline,outbound_mb,1134.849,complete,True,20260903
normal_control,13,2026-01-05T13:00:00Z,baseline,outbound_mb,1085.371,complete,True,20260903
normal_control,14,2026-01-05T14:00:00Z,baseline,outbound_mb,1353.386,complete,True,20260903
normal_control,15,2026-01-05T15:00:00Z,baseline,outbound_mb,1028.998,complete,True,20260903
normal_control,16,2026-01-05T16:00:00Z,baseline,outbound_mb,1204.261,complete,True,20260903
normal_control,17,2026-01-05T17:00:00Z,baseline,outbound_mb,1234.913,complete,True,20260903
normal_control,18,2026-01-05T18:00:00Z,baseline,outbound_mb,993.616,complete,True,20260903
normal_control,19,2026-01-05T19:00:00Z,baseline,outbound_mb,867.034,complete,True,20260903
normal_control,20,2026-01-05T20:00:00Z,baseline,outbound_mb,859.743,complete,True,20260903
normal_control,21,2026-01-05T21:00:00Z,baseline,outbound_mb,810.462,complete,True,20260903
normal_control,22,2026-01-05T22:00:00Z,baseline,outbound_mb,728.131,complete,True,20260903
normal_control,23,2026-01-05T23:00:00Z,baseline,outbound_mb,668.594,complete,True,20260903
normal_control,24,2026-01-06T00:00:00Z,baseline,outbound_mb,657.717,complete,True,20260903
normal_control,25,2026-01-06T01:00:00Z,baseline,outbound_mb,578.096,complete,True,20260903
normal_control,26,2026-01-06T02:00:00Z,baseline,outbound_mb,573.917,complete,True,20260903
normal_control,27,2026-01-06T03:00:00Z,baseline,outbound_mb,605.323,complete,True,20260903
normal_control,28,2026-01-06T04:00:00Z,baseline,outbound_mb,565.072,complete,True,20260903
normal_control,29,2026-01-06T05:00:00Z,baseline,outbound_mb,611.973,complete,True,20260903
normal_control,30,2026-01-06T06:00:00Z,baseline,outbound_mb,655.591,complete,True,20260903
normal_control,31,2026-01-06T07:00:00Z,baseline,outbound_mb,797.355,complete,True,20260903
normal_control,32,2026-01-06T08:00:00Z,baseline,outbound_mb,781.798,complete,True,20260903
normal_control,33,2026-01-06T09:00:00Z,baseline,outbound_mb,1020.959,complete,True,20260903
normal_control,34,2026-01-06T10:00:00Z,baseline,outbound_mb,1071.699,complete,True,20260903
normal_control,35,2026-01-06T11:00:00Z,baseline,outbound_mb,1111.662,complete,True,20260903
normal_control,36,2026-01-06T12:00:00Z,baseline,outbound_mb,1137.211,complete,True,20260903
normal_control,37,2026-01-06T13:00:00Z,baseline,outbound_mb,1124.135,complete,True,20260903
normal_control,38,2026-01-06T14:00:00Z,baseline,outbound_mb,1152.448,complete,True,20260903
normal_control,39,2026-01-06T15:00:00Z,baseline,outbound_mb,1150.004,complete,True,20260903
normal_control,40,2026-01-06T16:00:00Z,baseline,outbound_mb,1088.07,complete,True,20260903
normal_control,41,2026-01-06T17:00:00Z,baseline,outbound_mb,1089.2,complete,True,20260903
normal_control,42,2026-01-06T18:00:00Z,baseline,outbound_mb,1101.927,complete,True,20260903
normal_control,43,2026-01-06T19:00:00Z,baseline,outbound_mb,946.713,complete,True,20260903
normal_control,44,2026-01-06T20:00:00Z,baseline,outbound_mb,831.166,complete,True,20260903
normal_control,45,2026-01-06T21:00:00Z,baseline,outbound_mb,773.37,complete,True,20260903
normal_control,46,2026-01-06T22:00:00Z,baseline,outbound_mb,654.225,complete,True,20260903
normal_control,47,2026-01-06T23:00:00Z,baseline,outbound_mb,668.659,complete,True,20260903
normal_control,48,2026-01-07T00:00:00Z,target,outbound_mb,669.259,complete,True,20260903
normal_control,0,2026-01-05T00:00:00Z,baseline,api_5xx,11.0,complete,True,20260903
normal_control,1,2026-01-05T01:00:00Z,baseline,api_5xx,13.0,complete,True,20260903
normal_control,2,2026-01-05T02:00:00Z,baseline,api_5xx,10.0,complete,True,20260903
normal_control,3,2026-01-05T03:00:00Z,baseline,api_5xx,13.0,complete,True,20260903
normal_control,4,2026-01-05T04:00:00Z,baseline,api_5xx,18.0,complete,True,20260903
